"seqnames";"start";"end";"width";"strand";"Conc";"Conc_dex";"Conc_veh";"Fold";"p.value";"FDR";"MPIPSYKL_003787";"MPIPSYKL_004171";"MPIPSYKL_002604";"MPIPSYKL_004054";"MPIPSYKL_001113";"MPIPSYKL_004100";"MPIPSYKL_003331";"MPIPSYKL_003520";"MPIPSYKL_004215";"MPIPSYKL_001946";"MPIPSYKL_004251";"MPIPSYKL_002802";"MPIPSYKL_003162";"MPIPSYKL_002658";"MPIPSYKL_002613";"MPIPSYKL_003231";"MPIPSYKL_002533";"MPIPSYKL_002418";"MPIPSYKL_001109";"MPIPSYKL_001786";"MPIPSYKL_003934";"MPIPSYKL_004246";"MPIPSYKL_001547";"MPIPSYKL_000637";"MPIPSYKL_001386";"MPIPSYKL_002468";"MPIPSYKL_002088";"MPIPSYKL_000972";"MPIPSYKL_003785";"MPIPSYKL_001389";"MPIPSYKL_003155";"MPIPSYKL_000708";"MPIPSYKL_001886";"MPIPSYKL_003013";"MPIPSYKL_000988";"MPIPSYKL_003472";"MPIPSYKL_003911";"MPIPSYKL_001701";"MPIPSYKL_002383";"MPIPSYKL_001766";"MPIPSYKL_002852";"MPIPSYKL_001263";"MPIPSYKL_003353";"MPIPSYKL_001667";"MPIPSYKL_002319";"MPIPSYKL_001048";"MPIPSYKL_002095";"MPIPSYKL_000637.1";"MPIPSYKL_002418.1";"MPIPSYKL_001701.1";"MPIPSYKL_003231.1";"MPIPSYKL_001263.1";"MPIPSYKL_001786.1";"MPIPSYKL_001946.1";"MPIPSYKL_000972.1";"MPIPSYKL_003331.1";"MPIPSYKL_003520.1";"MPIPSYKL_000988.1";"MPIPSYKL_004171.1";"MPIPSYKL_001766.1";"MPIPSYKL_003353.1";"MPIPSYKL_002319.1";"MPIPSYKL_001109.1";"MPIPSYKL_004251.1";"MPIPSYKL_000708.1";"MPIPSYKL_002095.1";"MPIPSYKL_002468.1";"MPIPSYKL_003472.1";"MPIPSYKL_004054.1";"MPIPSYKL_002802.1";"MPIPSYKL_003934.1";"MPIPSYKL_002383.1";"MPIPSYKL_004215.1";"MPIPSYKL_001113.1";"MPIPSYKL_001667.1";"MPIPSYKL_003013.1";"MPIPSYKL_001048.1";"MPIPSYKL_001389.1";"MPIPSYKL_003155.1";"MPIPSYKL_001886.1";"MPIPSYKL_003787.1";"MPIPSYKL_004246.1";"MPIPSYKL_002852.1";"MPIPSYKL_002613.1";"MPIPSYKL_003911.1";"MPIPSYKL_002604.1";"MPIPSYKL_002533.1";"MPIPSYKL_001547.1";"MPIPSYKL_004100.1";"MPIPSYKL_001386.1";"MPIPSYKL_003162.1";"MPIPSYKL_002658.1";"MPIPSYKL_004198";"MPIPSYKL_003785.1";"MPIPSYKL_002088.1"
"KI270757.1";15285;15685;401;"*";3,51;2,39;4,12;-1,36;0,0109;0,026;2,08;19,12;6,93;0;0;0;0;5,54;22,27;0,79;0;0;0;3,63;0;1,44;0;42,73;0;42,85;0;0;0;12,07;0;0;0;20,44;6,06;7,27;0;0;4,28;6,13;0,64;0;0;14,65;0;3,34;0;16,93;4,99;0;0;0;2,36;41,91;0;3,02;0;49,18;0;0;43,3;22,34;0;0;0;0;24,18;75,39;7,11;0;0;0;43,11;0;10,19;0;0;0;0;0;0;10,05;2,67;57,96;49,66;0;41,5;0;23,75;0;127,72;50,11;52,79;0;26,77;49,69;0;0;0;5,27;19,15
"14";20681529;20681929;401;"*";2,66;0,82;3,43;-2,04;0,0109;0,026;0;0;5,19;0;0;7,11;0;0;0;2,48;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12,84;0;4,04;0;0;0;18,34;0;17,19;0;0;3,99;0;0;0;0;2,63;2,41;0;0;6,93;31,43;0;0;0;0;0;0;43,3;47,47;0;0;0;0;47,44;0;34,14;0;45,78;0;0;0;53,15;0;0;0;0;0;0;27,63;61,38;0;0;0;0;0;0;50,35;0;0;0;0;21,03;0;0;0;0;8,79;44,28
"17";75034542;75034942;401;"*";3,5;1,95;4,21;-1,82;0,0111;0,0263;0;0;13,85;5,72;0;10,25;0;0;0;3,5;0;0;0;0;0;0;10,07;0;0;0;1,78;0;0;0;0;0;0;0;6,39;0;0;11,85;13,45;0;14,01;0;0;22,63;0;8,91;0;0;14,97;7,23;0;22,69;13,86;0;0;0;0;0;88,74;0;0;81,91;0;0;0;0;82,79;0;24,18;46,36;0;0;0;0;82,28;0;15,82;0;97,32;0;0;81,64;57,38;0;0;0;0;17,85;0;77,76;0;0;0;0;45,89;0;0;0;0;26,37;64,62
"KI270712.1";29741;30141;401;"*";3,94;3,3;4,37;-0,98;0,0115;0,0271;6,25;7,35;0;5,72;0;3,15;9,53;0;23,33;0;59,59;12,85;55,22;0;22,23;17,28;11,19;51,73;16,73;13,64;0;0;0;18,11;0;0;5,71;9,08;2,36;14,53;16,37;2,63;0;10,22;14,01;0;0;0;0;6,31;0,66;14,67;4,46;0;15,77;8,82;3,94;23,57;19,17;14,11;0;83,61;0;0;46,19;17,69;0;24,83;19,35;0;15,81;30,16;29,87;32,09;0;54,25;0;0;13,83;29,19;0;33,37;48,66;38,11;56,95;43,96;32,02;50,4;43,45;18,15;0;20,41;0;9,56;0;0;18,63;37,72;21,03;0;38,14;0;0;6,44;21,54
"1";161399545;161399945;401;"*";3,84;2,61;4,48;-1,55;0,0117;0,0277;0;13,24;0;9,54;0;9,32;0;0;0;6,43;0;0;0;0;0;11,52;0;0;0;0;8,2;0;0;0;0;0;17,12;0;11,11;0;0;50,05;26,29;0;26,74;0;0;0;0;15,97;1,77;10,16;9,98;23,28;0;21,43;15,27;26,19;0;0;0;0;55,87;25,67;63,51;51,2;0;9,15;0;0;46,51;47,75;56,89;92,72;91,56;0;0;0;94,65;0;71,2;0;0;0;0;56,52;41,37;0;0;15,56;0;0;0;80,31;0;0;0;0;82,23;0;0;0;0;14,06;49,07
"2";42810376;42810776;401;"*";3,9;2,74;4,53;-1,49;0,0121;0,0284;15,62;9,56;20,78;11,45;0;9,67;0;0;0;5,87;0;0;0;0;15,88;0;0;0;0;0;6,42;0;0;0;0;0;20,69;0;7,74;0;0;27,66;36,69;0;16,55;0;0;15,98;0;17,83;0;0;10,76;25,69;0;23,95;14,8;0;0;11,59;0;0;55,87;37,07;43,3;77,26;0;20,91;0;0;58,6;0;45,52;106,98;87,74;0;0;0;93,2;0;55,38;13,35;0;0;0;71,59;78,73;0;0;0;0;33,16;0;87,96;0;0;0;0;24,86;0;38,14;0;0;10,55;56,25
"14";20683284;20683684;401;"*";3,54;1,66;4,32;-2,11;0,0123;0,0289;0;0;0;0;0;12,7;0;0;0;5,19;0;0;0;0;0;0;0;0;0;0;6,78;0;0;0;0;0;0;0;9,42;0;0;0;17,12;0;13,37;0;0;27,96;0;9,66;0;0;13,65;4,01;0;16,38;12,28;0;0;0;0;0;121,6;0;0;67,02;0;0;0;0;65,11;0;31,29;0;137,34;0;0;0;88,83;0;0;0;44,6;0;0;80,38;68,05;0;0;0;0;28,06;0;101,34;0;0;0;0;87,96;0;0;0;0;0;34,71
"GL000194.1";190104;190504;401;"*";4,28;3,51;4,77;-1,13;0,0126;0,0296;0;16,18;3,46;13,36;0;0,58;6,35;0;40,3;2,93;28,38;0;113,5;8,47;0;0;21,26;31,49;0;0;1,43;36,85;0;0;0;4,13;3,57;0;1,01;16,95;0;6,59;0;30,66;1,91;0;33,55;0;24,72;1,86;0,22;9,03;0;0;47,31;28,99;1,42;0;12,78;7,05;0;0;0;0;34,64;26,99;0;27,44;36,56;0;39,07;108,06;46,94;32,09;0;0;66,33;48,95;9,47;60,81;0;73,41;113,53;0;0;30,14;33,36;90,73;12,41;24,63;0;81,62;83,12;7,65;6,72;15,03;83,84;0;34,42;0;31,21;0;0;1,17;33,51
"KI270733.1";129889;130289;401;"*";3,35;2,81;3,74;-0,94;0,0129;0,0301;0;2,94;0;0;0;0,7;1,59;3,69;6,36;1,13;39,73;0;3,07;2,02;12,7;10,08;7,83;26,99;13,94;7,79;2,14;10,32;30,43;6,04;19,34;0;2,85;3,41;0,67;0;0;5,27;7,95;0;0;20,47;16,78;0;24,72;4,83;0;0;0,53;0;20,27;10,08;2,36;28,81;25,56;5,54;39,39;14,76;0;0;8,66;9,31;7,32;6,53;25,8;30,04;1,86;17,59;27,02;32,09;0;15,5;16,58;0;4,37;4,86;39,55;50,05;0;38,11;7,59;2,51;25,35;12,6;49,66;5,19;0;15,3;0;5,74;0;0;12,42;14,14;0;21,29;0;0;0;1,76;17,95
"GL000225.1";92720;93120;401;"*";3,41;2,9;3,77;-0,81;0,0136;0,0317;2,08;11,77;17,31;1,91;9,75;0,58;3,18;4,62;10,61;0,45;5,68;11,24;6,14;0;17,47;10,08;0;20,24;11,15;17,53;3,21;16,21;0;15,09;16,92;8,26;0;6,81;3,03;2,42;11,46;11,85;0,61;0;5,73;30,71;12,58;2,66;7,61;5,2;1,99;3,39;0;1,61;15,77;6,3;0;15,72;15,98;1,51;0;9,84;0;0;0;12,1;43,95;10,45;43,01;0;0;65,34;8,53;7,13;3,81;19,37;13,27;53,84;5,82;2,43;0;23,36;16,22;10,39;18,98;3,77;10,67;12,6;37,24;12,96;4,61;10,2;27,71;7,01;40,33;20,05;9,32;9,43;15,3;21,29;0;0;6,46;2,34;3,59
"6";28729121;28729521;401;"*";1,39;0;2,34;-2,87;0,0137;0,0317;0;0;0;0;0;3,38;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,68;0;0;0;0;0;0;0;0;48,4;0;0;0;0;24,18;0;12,8;0;0;0;0;0;34,22;0;0;0;0;0;0;16,33;33,36;0;0;0;0;0;0;38,24;0;0;0;0;13,39;0;0;0;0;0;22,74
"2";112275285;112275685;401;"*";1,99;0,28;2,74;-1,84;0,0138;0,032;0;0;0;1,91;0;4,54;0;0;0;2,6;0;0;0;0;0;0;0;0;0;0;1,78;0;0;0;0;0;0;0;9,09;0;0;10,54;0;0;6,37;0;0;0;0;4,46;0;0;5,25;5,62;0;0;4,88;0;0;8,57;0;0;46,01;34,22;0;0;0;0;0;0;20,46;0;0;46,36;41,96;0;0;0;29,85;0;0;0;0;0;0;22,61;17,35;0;0;0;0;0;0;23,58;0;0;0;0;0;0;0;0;0;10,55;19,15
"17";19507996;19508396;401;"*";3,57;2,17;4,25;-1,76;0,0139;0,0322;0;16,18;0;11,45;0;7,46;0;0;0;4,63;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12,84;0;8,41;0;0;34,24;32,41;0;23,55;0;0;0;0;14,86;0;0;7,35;0;0;28,99;9,61;31,43;0;0;0;0;39,44;0;0;70,74;0;0;0;0;53,95;0;36,98;64,19;45,78;0;0;0;88,83;0;0;20,02;72,99;0;0;72,85;46,7;0;0;5,19;0;61,22;0;64,37;0;0;0;0;65,02;0;0;0;0;18,16;56,25
"15";65868927;65869327;401;"*";3,5;2,35;4,12;-1,49;0,0144;0,0332;0;12,5;0;15,27;0;6,87;0;0;0;4,18;0;0;0;0;0;10,08;0;0;0;0;3,92;0;0;0;0;0;0;15,89;8,75;0;0;50,05;20,79;0;15,92;0;0;18,64;0;12,63;0,88;0;6,56;0;0;26,47;9,92;0;0;8,06;0;0;0;0;28,87;53,06;0;11,76;0;0;48,37;20,1;44,09;28,53;45,78;0;0;0;74,27;0;59,33;56,73;40,55;0;0;42,7;30,69;0;0;0;0;43,36;0;70,75;0;0;0;0;65,02;0;0;0;0;11,13;50,26
"14";49586445;49586845;401;"*";4,6;3,71;5,14;-1,22;0,0147;0,0337;23,95;11,77;15,58;33,39;0;14,22;7,94;0;0;4,74;0;8,03;0;0;0;0;13,43;0;0;21,43;8,56;0;0;0;94,29;0;15,7;23,84;12,45;0;0;35,56;34,24;16,35;23,55;0;0;49,26;36,12;23,77;0;0;17,85;25,69;0;25,21;18,27;44,53;0;3,53;0;0;141,32;48,48;40,41;106,12;0;16,99;0;0;69,76;0;27,02;24,96;202,19;0;0;0;131,06;0;63,29;70,08;20,27;0;15,19;85,41;84,07;0;0;37,6;0;61,22;0;123,01;0;0;0;0;59,28;78,08;0;57,99;0;36,33;47,87
"GL000225.1";10739;11139;401;"*";2,98;2,08;3,52;-1,27;0,0149;0,0342;6,25;2,94;0;0;0;0;3,18;3,69;3,18;0;48,24;11,24;0;0;0;0;8,95;22,49;11,15;0;0;0;18,26;12,07;0;0;0;2,27;3,37;0;0;0;3,67;0;0;10,24;0;0;0;0;0,88;0;0;0;27,03;0;0;26,19;0;3,53;23,63;34,43;0;34,22;0;9,31;21,97;23,52;0;12,87;13,02;32,67;1,42;0;0;0;19,9;0;8,01;31,62;35,6;26,7;0;17,32;0;13,82;0;15,12;12,41;0;0;22,96;11,87;5,1;0;0;0;28,29;7,65;0;0;0;51,69;4,69;0
"GL000225.1";99187;99587;401;"*";3,28;2,78;3,64;-0,83;0,015;0,0344;6,25;2,94;15,58;3,82;19,5;0,82;6,35;2,77;3,18;1,13;25,54;0;9,2;2,02;6,35;4,32;11,19;20,24;25,1;9,74;0;7,37;0;12,07;0;8,26;0,71;11,35;1,01;3,23;11,46;5,27;0;0;4,46;0;20,97;11,98;9,51;3,71;0,88;9,03;0;0;13,52;10,08;0,79;7,86;25,56;1,01;23,63;14,76;0;19,96;23,09;5,59;40,28;7,84;17,2;21,45;6,51;22,62;15,65;21,4;0;0;9,95;0;0;14,59;0;30,03;0;13,86;0;10,05;0;27,72;21,73;9,08;0;12,75;31,67;4,46;33,61;30,07;21,74;0;11,47;35,49;0;0;0;1,76;5,98
"14";20630937;20631337;401;"*";1,94;0;2,82;-2,72;0,015;0,0345;0;0;0;0;0;3,96;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16,51;0;0;0;0;0;0;0;0;0;0;0;0;0;5,83;0;0;0;0;0;0;0;0;55,85;0;0;0;0;29,77;15,08;18,49;0;0;0;0;0;63,35;0;0;0;32,44;0;0;33,91;0;0;0;0;0;0;0;66,92;0;0;0;0;0;0;0;0;0;7,03;15,56
"11";62841423;62841823;401;"*";4,83;3,51;5,49;-1,61;0,0152;0,0347;0;29,42;0;35,3;0;25,05;23,83;0;0;9,71;0;0;0;4,84;0;17,28;0;0;0;0;13,91;0;0;0;0;0;14,27;0;15,82;0;0;65,85;29,96;0;17,19;0;0;83,88;0;9,66;8,84;0;18,64;61,82;0;27,73;22,36;18,33;0;9,57;0;0;279,36;228,15;0;72,61;0;0;0;0;69,76;52,77;0;210,4;350,98;0;0;0;160,91;0;0;0;0;0;26,58;52,75;96,07;0;0;0;0;20,41;0;149,78;0;0;0;0;74,58;0;0;197,17;0;31,05;58,64
"1";145281047;145281447;401;"*";3,97;2,84;4,58;-1,45;0,0153;0,035;0;21,33;19,05;20,04;0;12,23;17,47;0;0;6,09;0;0;0;6,05;0;0;0;0;0;0;4,28;0;0;0;0;0;7,13;0;10,1;0;0;28,98;18,95;0;21,01;0;0;33,29;0;13;3,32;0;17,33;43,35;0;16,38;16,22;0;0;7,56;0;0;98,6;88,41;0;40,03;0;0;0;0;58,6;25,13;22,76;139,08;206,01;0;0;0;85,92;0;0;40,04;40,55;0;0;21,35;30,69;0;0;1,3;0;28,06;0;78,4;0;0;0;0;68,84;0;0;0;0;31,64;35,9
"14";20613375;20613775;401;"*";4,35;3,12;4,99;-1,52;0,0154;0,0352;19,78;0;20,78;16,22;0;12,47;0;0;0;7,9;0;0;0;0;0;0;0;0;0;0;11,77;0;0;0;0;0;19,98;18,16;13,13;0;0;57,95;33,63;0;33,74;0;0;42,61;0;21,54;0,88;0;15,23;6,42;0;40,33;17,16;0;0;8,06;0;0;98,6;59,89;66,4;102,39;0;9,15;0;0;81,86;35,18;73,96;121,25;129,71;0;0;0;113,58;0;43,51;0;0;0;0;130,62;78,73;0;0;0;0;66,32;0;117,28;0;0;0;0;87,96;0;0;0;0;26,37;70,61
"1";146037601;146038001;401;"*";2,7;1,1;3,43;-1,83;0,0156;0,0355;0;0;0;0;0;7,46;0;0;0;2,6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5,72;0;0;15,8;18,34;0;5,73;0;0;19,97;0;6,69;0;0;4,46;0;0;8,82;5,04;0;0;1,01;0;0;85,45;19,96;0;29,79;0;0;0;0;30,7;0;19,91;0;57,22;0;0;0;51,7;0;19,78;0;0;0;0;31,4;18,68;0;0;0;0;17,85;0;89,23;0;0;0;0;21,03;0;0;0;0;0;22,74
"1";204506568;204506968;401;"*";4,43;3,11;5,1;-1,61;0,0158;0,036;0;9,56;10,39;23,85;0;15,03;0;0;0;7,11;0;0;0;0;0;0;0;0;0;33,11;11,77;0;0;0;0;0;19,26;0;12,79;0;0;48,73;31,79;0;29,28;0;0;33,29;0;15,97;0;0;13,65;16,06;0;55,46;17,79;0;0;0;0;0;128,18;39,93;51,96;112,63;0;0;0;0;77,2;0;9,96;71,32;171,67;0;0;0;143,44;0;59,33;0;81,1;0;0;79,13;96,07;0;0;0;0;86,72;0;142,13;0;0;0;0;118,56;0;0;63,79;0;24,02;86,16
"1";146376819;146377219;401;"*";3,61;2,13;4,31;-1,72;0,0161;0,0366;0;0;0;22,9;0;7,57;9,53;0;0;3,27;0;0;0;0;0;0;0;0;0;0;7,13;0;0;0;0;0;0;0;12,12;0;0;23,71;12,23;0;12,73;0;0;45,27;0;10,77;0;0;8,4;19,27;0;0;11,5;0;0;10,08;0;0;105,17;102,67;0;42,82;0;0;0;0;37,21;0;11,38;82,02;144,97;0;0;0;78,64;0;51,42;0;0;0;0;48,98;41,37;0;0;0;0;0;0;84,13;0;0;0;0;13,39;0;0;57,99;0;16,41;23,93
"6";125780097;125780497;401;"*";2,46;0,76;3,21;-1,99;0,0161;0,0366;0;0;0;8,59;0;7,22;0;0;0;2,14;0;0;0;0;0;0;0;0;0;0;2,85;0;0;0;0;0;0;0;0;0;0;15,8;12,23;0;0;0;0;0;0;4,83;0;0;2,36;0;0;16,38;7,09;0;0;0;0;0;0;0;0;47,47;0;0;0;0;23,25;0;42,67;0;49,59;0;0;0;56,06;0;0;0;32,44;0;0;36,42;30,69;0;0;0;0;0;0;56,09;0;0;0;0;34,42;0;0;0;0;11,72;22,74
"1";44730739;44731139;401;"*";3,75;2,34;4,44;-1,73;0,0171;0,0385;0;0;0;0;0;10,95;0;0;0;5,19;0;0;0;0;0;0;0;0;0;0;7,85;0;0;0;0;0;11,41;0;16,83;0;0;14,49;0;0;14,01;0;0;54,59;0;13,37;1,99;0;11,03;55,4;0;6,3;14,01;0;0;11,59;0;0;82,16;142,6;0;53,99;0;0;0;0;45,58;0;14,22;121,25;190,75;0;0;0;70,63;0;0;0;0;0;0;0;37,36;0;0;5,19;0;12,75;0;78,4;0;0;0;0;21,03;0;0;86,99;0;28,71;39,49
"6";26556410;26556810;401;"*";1,89;0;2,78;-2,52;0,0173;0,0388;0;0;0;0;0;1,63;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14,64;0;0;0;0;0;0;0;1,31;0;0;0;4,88;0;0;0;0;0;16,43;0;0;65,16;0;0;0;0;35,35;22,62;0;0;45,78;0;0;0;0;0;0;0;0;0;0;28,89;22,68;0;0;0;0;0;0;40,15;0;0;0;0;21,03;0;0;0;0;0;31,11
"KI270733.1";161642;162042;401;"*";3,88;2,76;4,49;-1,38;0,0176;0,0394;15,62;19,12;0;0;0;2,8;0;0;0;2,48;31,22;0;85,9;12,91;0;17,28;0;22,49;0;0;0;0;0;0;0;16,53;7,13;36,33;0;15,34;0;0;0;14,31;5,73;0;0;0;0;0;7,3;0;0;0;0;5,04;1,26;52,39;51,13;0;47,27;0;0;65,59;127,02;33,51;0;22,22;32,26;47,2;0;40,21;0;71,32;0;3,87;0;0;10,19;38,92;0;0;0;0;0;16,33;0;27,72;0;0;32,28;0;91,04;14,66;0;0;0;47,15;38,24;0;62,41;86,99;0;0;20,34
"15";45200347;45200747;401;"*";3,92;2,61;4,58;-1,64;0,0177;0,0398;0;11,77;0;13,36;0;13,52;9,53;0;0;6,43;0;0;0;0;0;0;0;0;0;0;10,7;0;0;0;0;0;10,7;0;9,76;0;0;42,15;39,74;0;19,1;0;0;31,95;0;15,23;3,76;0;13,13;17,66;0;0;18,42;0;0;0;0;0;69,02;0;40,41;91,22;0;0;0;0;73,48;0;58,32;32,09;122,08;0;0;0;127,42;0;47,47;0;0;0;0;74,1;100,08;0;0;0;0;25,51;0;128,75;0;0;0;0;82,23;0;0;0;0;22,26;56,25
"KI270519.1";44062;44462;401;"*";1,52;0,56;2,09;-1,7;0,018;0,0402;0;8,82;1,73;0;0;0,7;0;0;0;1,58;0;0;27,61;0;0;0;0;6,75;0;0;0;0;0;10,56;0;0;0;1,14;0,67;5,65;0;0;0;0;0;0;0;0;0;0;1,99;0;2,1;0;0;0;0;0;0;3,53;0;0;0;0;0;21,41;0;0;0;0;0;50,26;11,38;0;0;0;6,63;0;0;21,89;0;0;0;0;0;5,02;0;0;0;2,59;13,83;51,01;7,92;1,91;0;0;0;0;0;0;0;0;0;6,44;0
"14";20609952;20610352;401;"*";3,24;1,84;3,93;-1,72;0,0182;0,0407;0;0;8,66;7,63;0;7,92;0;0;0;2,26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17,91;11,41;0;4,04;0;0;31,61;22,62;0;7,64;0;0;0;0;9,66;0;0;2,89;0;0;21,43;12,6;39,29;0;0;0;0;42,73;22,82;0;55,85;0;0;0;0;44,65;0;27,02;106,98;0;0;0;0;85,19;0;0;0;0;0;0;47,73;57,38;0;0;0;0;33,16;0;83,5;0;0;0;0;21,03;0;0;0;0;12,3;52,66
"1";146039227;146039627;401;"*";2,37;0,28;3,17;-2,22;0,0185;0,0412;0;0;0;0;0;7,92;0;0;0;1,02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13,37;0;0;13,31;0;0;0;0;3,15;12,85;0;0;5,51;0;0;0;0;0;9,86;0;0;57,71;0;0;0;0;38,14;17,59;36,98;0;0;0;0;0;67,71;0;0;0;0;0;0;50,24;32,02;0;0;0;0;30,61;0;63,1;0;0;0;0;0;0;0;0;0;0;28,72
"2";70248762;70249162;401;"*";3,1;1,94;3,72;-1,44;0,0187;0,0416;16,66;8,09;0;0;0;9,67;0;0;0;2,03;0;16,06;0;0;0;0;12,31;0;0;0;0;0;0;0;0;0;9,99;0;7,74;0;0;0;15,9;0;13,37;0;0;17,31;0;15,23;0;0;7,35;0;0;17,65;10,39;18,33;0;8,06;0;0;32,87;17,11;34,64;63,3;0;0;0;0;30,7;25,13;24,18;0;0;0;0;0;65,53;0;0;0;36,49;0;0;61,54;26,69;0;0;16,85;0;0;0;68,2;0;0;0;0;40,16;0;0;0;0;19,33;45,48
"6";28953098;28953498;401;"*";2,16;0,53;2,89;-1,84;0,019;0,0422;0;0;0;12,4;0;4,43;0;0;0;2,48;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5,05;0;0;0;7,95;0;14,64;0;0;0;0;10,4;0;0;4,2;0;0;0;6,14;0;0;0;0;0;0;0;0;56,78;0;0;0;0;11,16;0;25,6;42,79;19,07;0;0;0;39,32;0;0;0;0;0;0;7,54;29,36;0;0;0;0;0;0;52,9;0;0;0;0;21,03;0;0;0;0;11,13;39,49
"17";75588250;75588650;401;"*";1,46;0;2,23;-1,98;0,0191;0,0423;5,21;0;0;0;0;0;12,71;0;0;2,26;0;0;0;0;0;0;0;0;8,37;0;0;0;0;0;0;0;0;0;2,36;0;0;0;0;0;1,27;0;0;0;0;0;0;0;0,53;0;0;0;2,99;0;0;0;0;0;0;0;0;13,03;0;0;17,2;0;26,04;55,29;0;0;0;0;0;0;10,92;14,59;0;0;0;0;0;47,73;0;0;0;0;0;10,2;0;5,1;0;0;24,84;0;0;0;0;0;0;0;0
"6";27478776;27479176;401;"*";3,49;2,09;4,17;-1,65;0,0196;0,0433;0;6,62;0;0;0;10,49;0;0;0;0,9;0;0;0;0;0;0;0;0;0;0;6,42;0;0;0;0;0;7,13;0;6,73;0;0;23,71;24,46;0;12,73;0;0;23,97;0;11,14;1,99;0;12,34;8,83;0;30,25;12,91;0;0;6,05;0;0;0;37,07;0;0;0;0;0;0;56,74;17,59;44,09;0;167,86;0;0;0;0;0;94,93;33,37;52,71;0;0;56,52;60,05;0;0;0;0;0;0;84,77;0;0;0;0;72,66;0;0;0;0;16,41;64,62
"17";8119945;8120345;401;"*";4,16;2,48;4,9;-1,87;0,02;0,0442;0;0;0;16,22;0;17,48;0;0;0;0;0;4,82;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12,84;0;0;0;0;21,07;21,4;0;15,92;0;0;58,58;0;10,4;0;0;15,23;28,1;0;20,17;20;0;0;0;0;0;161,04;57,04;0;96,81;0;0;0;0;103,25;0;41,25;0;152,6;0;0;0;154,36;0;0;0;0;0;0;75,36;101,41;0;0;0;0;33,16;0;135,76;0;0;0;0;143,42;0;0;75,39;0;11,72;90,95
"KI270712.1";5890;6290;401;"*";1,41;0,13;2,06;-1,66;0,0207;0,0455;1,04;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,12;6,75;0;0;0;0;0;0;0;0;0;6,81;5,05;3,23;6,55;0;0;0;0;0;0;0;9,51;0;0;0;0,79;0;9,01;0;1,42;0;0;5,04;0;0;0;0;0;8,38;0;5,23;4,3;0;0;35,18;2,84;3,57;0;0;0;0;0;0;31,64;0;0;24,25;22,78;2,51;0;30,24;18,62;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5,86;0
"GL000214.1";125281;125681;401;"*";5,17;4,68;5,53;-0,79;0,0207;0,0455;6,25;24,27;51,94;41,03;97,52;2,21;55,6;12,93;40,3;2,71;22,7;59,43;101,23;6,45;23,82;20,16;12,31;74,22;0;0;0;22,11;42,6;19,62;43,52;38,57;3,57;12,49;8,41;0;14,74;27,66;0;67,45;0;37,53;79,68;11,98;15,21;12,26;1,11;23,7;0;5,62;40,55;23,95;1,42;0;70,3;16,13;51,21;88,53;0;65,59;31,75;77,26;51,27;1,31;51,61;0;0;50,26;1,42;0;22,89;38,75;99,49;78,31;58,25;121,61;0;36,71;77,04;62,36;79,73;52,75;32,02;0;21,73;0;41,5;48,46;0;17,21;134,45;50,11;31,05;42,43;51,63;113,57;110,96;57,99;161,54;14,65;8,38
"1";148522554;148522954;401;"*";3,98;2,8;4,61;-1,46;0,0208;0,0458;0;0;0;28,62;0;11,77;0;0;0;6,66;0;0;0;0;12,7;23,04;21,26;0;0;0;2,5;0;0;0;0;9,64;0;0;11,11;0;0;34,24;20,18;0;18,46;0;0;37,28;0;6,69;3,54;0;6,83;30,51;0;22,69;18,9;0;0;5,54;0;0;157,76;74,15;0;60,51;0;0;0;0;45,58;40,21;44,09;92,72;137,34;0;0;0;80,09;0;0;0;89,21;0;0;30,14;65,38;0;0;0;0;0;0;103,25;0;0;0;0;34,42;0;0;57,99;0;19,92;37,1
"17";39154237;39154637;401;"*";4,04;2,91;4,66;-1,41;0,021;0,046;0;0;20,78;16,22;0;11,07;0;0;0;5,3;0;0;0;0;20,64;0;0;0;0;0;8,56;0;0;0;24,18;0;8,56;0;10,43;0;0;51,37;36,07;32,7;21,64;0;0;11,98;0;14,86;0;0;11,55;5,62;0;27,73;15,12;62,86;0;4,54;0;0;55,87;22,82;25,98;112,63;0;28,75;0;0;85,58;22,62;68,27;78,45;34,33;0;0;0;117,95;0;0;0;44,6;0;0;69,08;81,4;0;0;0;0;0;0;97,52;0;0;0;0;120,47;0;0;0;0;9,37;68,21
